9.72231268856518e-08	0.00204211858043674	0.0117105177951771	4.72351346360264e-05	0.986200031266623
0.0985148252626031	0.00461370138525458	7.62940697851658e-07	0.896685427741895	0.000185282669549856
0.743427183297657	8.46470129981945e-17	0.208524142943336	0.0480486701777183	3.58128887712546e-09
2.24035625331527e-05	0.954547926790462	0.0440785244731985	2.14890237240537e-07	0.00135093028356908
0.183501240915315	0.0103391451526040	0.287475909666077	0.518683530543346	1.73722658494889e-07
0.607603470546295	7.69371422617455e-20	0.388475150551973	2.71422727925015e-07	0.00392110747900436
8.67257029215806e-07	0.488661599676632	1.15751890660607e-09	0.393169260722347	0.118168271186472
2.36842059545259e-07	0.0227376972023385	4.90753195195960e-10	0.00581160809583946	0.971450457369009
1.68024804665218e-09	0.937271669436962	5.10555702623656e-05	0.0624727946655865	0.000204478646940716
0.00449794766853282	0.534922276327597	0.0184832966236184	0.422907607957689	0.0191888714225628
0.000175049010273172	3.20172711331561e-06	0.0317419433465295	9.49607719884373e-05	0.967984845144096
0.0262711177466567	8.90131261928445e-09	0.320046433079827	0.319948267125444	0.333734173146760
7.71867396279676e-07	0.0683063654423525	0.931646202417013	4.42658971115741e-05	2.39437612637889e-06
4.62350120719869e-05	1.80976369265817e-09	1.72282159558532e-13	0.807822794295835	0.192130968882157
7.80995060351899e-14	0.778744015014046	4.28125109694914e-11	1.44594665446651e-05	0.221241525476518
0.0100906700601047	0.959973868502558	2.69239767240049e-05	0.00206659206888837	0.0278419453917253
0.00125405194787984	0.247436199107870	0.299634373263758	0.450131110986951	0.00154426469354249
0.000905056777330187	0.264965779087022	0.668266369370304	0.00168474986944514	0.0641780448958981
0.000420386955740622	0.926405637945326	1.31068227633465e-05	0.0723202113330521	0.000840656943118467
0.288293991473405	0.704113729941599	5.05443813139268e-06	5.39728620126325e-10	0.00758722360713650

